crn, subject_code, course_number, instruction_type, instruction_method, section, enroll, max_enroll, course_title, credits, prereqs, start_time, end_time, days
35108,DIGM,681,Thesis,Online-Asynchronous,900,FULL,FULL,Thesis Completion,0.50 TO 9.00,DIGM 680  Minimum Grade: B,null,null,null
31556,DIGM,998,Dissertation,Face To Face,001,FULL,FULL,Digital Media Ph.D. Seminar,1.00,,13:30:00,14:20:00,{Thursday}
32114,DIGM,999,Research,Face To Face,001,4,10,Digital Media Research,0.50 TO 9.00,,null,null,null
33894,DIGM,999,Research,Face To Face,002,FULL,FULL,Digital Media Research,0.50 TO 9.00,,null,null,null
32123,EAM,130,Lecture,Face To Face,001,18,20,Overview of Entertainment and Arts Management,3.00,,11:00:00,12:20:00,"{Tuesday,Thursday}"
30432,EAM,211,Lecture,Face To Face,001,17,20,Strategic Management for Entertainment and Arts Management,3.00,,11:00:00,12:20:00,"{Monday,Wednesday}"
32716,EAM,215,Lecture,Face To Face,001,FULL,FULL,Writing for Arts Managers,3.00,EAM 130  Minimum Grade: D and EAM 211  Minimum Grade: D,12:30:00,13:50:00,"{Tuesday,Thursday}"
32561,EAM,221,Lecture,Face To Face,001,FULL,FULL,Copyrights and Trademarks,3.00,EAM 220  Minimum Grade: D,18:00:00,20:50:00,{Monday}
32562,EAM,308,Lecture,Face To Face,001,FULL,FULL,Entertainment Promotion and Branding,3.00,EAM 211  Minimum Grade: D,18:00:00,20:50:00,{Wednesday}
32159,EAM,313,Lecture,Face To Face,001,10,12,Volunteer and Board Management,3.00,EAM 130  Minimum Grade: D,12:30:00,13:50:00,"{Tuesday,Thursday}"
32378,EAM,340,Lecture,Face To Face,001,10,12,Artist Representation and Management,3.00,EAM 130  Minimum Grade: D and EAM 211  Minimum Grade: D,15:30:00,16:50:00,"{Tuesday,Thursday}"
34827,EAM,T480,Special Topics-Lecture,Face To Face,001,FULL,FULL,Exhibitions and Programming,3.00,,18:30:00,21:20:00,{Thursday}
33450,EAM,490,Seminar,Face To Face,001,FULL,FULL,Senior Seminar,3.00,EAM 422  Minimum Grade: D,14:00:00,15:20:00,"{Tuesday,Thursday}"
32293,FASH,318,Lecture & Lab,Face To Face,001,FULL,FULL,Technical Design for Industry,4.00,FASH 309  Minimum Grade: D or FASH 310  Minimum Grade: D,09:30:00,12:20:00,"{Tuesday,Thursday}"
32294,FASH,318,Lecture & Lab,Face To Face,002,FULL,FULL,Technical Design for Industry,4.00,FASH 309  Minimum Grade: D or FASH 310  Minimum Grade: D,12:30:00,15:20:00,"{Tuesday,Thursday}"
32718,FASH,318,Lecture & Lab,Face To Face,003,13,14,Technical Design for Industry,4.00,FASH 309  Minimum Grade: D or FASH 310  Minimum Grade: D,09:00:00,11:50:00,"{Monday,Wednesday}"
32295,FASH,319,Lab,Face To Face,001,FULL,FULL,Fashion Design in 3-D Space,3.00,FASH 318  Minimum Grade: D or FASH 316  Minimum Grade: D,12:00:00,14:50:00,"{Monday,Wednesday}"
34667,FASH,335,Lecture,Online-Asynchronous,900,FULL,FULL,History of Costume I: Preclassical to 1800,3.00,,null,null,null
30013,FASH,341,Lecture & Lab,Face To Face,001,10,12,Patternmaking I,4.00,FASH 241  Minimum Grade: D,15:30:00,18:20:00,"{Tuesday,Thursday}"
30014,FASH,341,Lecture & Lab,Face To Face,002,FULL,FULL,Patternmaking I,4.00,FASH 241  Minimum Grade: D,18:30:00,21:20:00,"{Tuesday,Thursday}"
30165,FASH,341,Lecture & Lab,Face To Face,003,FULL,FULL,Patternmaking I,4.00,FASH 241  Minimum Grade: D,12:30:00,15:20:00,"{Tuesday,Thursday}"
32679,FASH,341,Lecture & Lab,Face To Face,004,FULL,FULL,Patternmaking I,4.00,FASH 241  Minimum Grade: D,15:30:00,18:20:00,"{Tuesday,Thursday}"
31782,FASH,343,"Lecture, Lab & Studio",Face To Face,001,FULL,FULL,Tailoring,4.00,FASH 342  Minimum Grade: D,15:00:00,17:50:00,"{Monday,Wednesday}"
32297,FASH,353,Lecture & Lab,Face To Face,001,FULL,FULL,Fashion Design II: Knitwear,4.00,FASH 348  Minimum Grade: D or FASH 349  Minimum Grade: D,09:00:00,11:50:00,"{Monday,Wednesday}"
32298,FASH,353,Lecture & Lab,Face To Face,002,FULL,FULL,Fashion Design II: Knitwear,4.00,FASH 348  Minimum Grade: D or FASH 349  Minimum Grade: D,12:00:00,14:50:00,"{Monday,Wednesday}"
33907,FASH,353,Lecture & Lab,Face To Face,003,11,12,Fashion Design II: Knitwear,4.00,FASH 348  Minimum Grade: D or FASH 349  Minimum Grade: D,15:00:00,17:50:00,"{Monday,Wednesday}"
34484,FASH,T380,Special Topics-Lecture,Face To Face,002,FULL,FULL,Fashion Show Production I,3.00,,12:00:00,14:50:00,{Friday}
31219,FASH,451,Lecture & Lab,Face To Face,001,FULL,FULL,Accessory Design,3.00,FASH 241  Minimum Grade: D,15:30:00,18:20:00,"{Tuesday,Thursday}"
30591,FASH,492,Lab,Face To Face,001,FULL,FULL,Collection II,3.00,FASH 491  Minimum Grade: D,09:30:00,12:20:00,"{Tuesday,Thursday}"
31218,FASH,492,Lab,Face To Face,002,14,15,Collection II,3.00,FASH 491  Minimum Grade: D,12:30:00,15:20:00,"{Tuesday,Thursday}"
33874,FASH,492,Lab,Face To Face,003,14,15,Collection II,3.00,FASH 491  Minimum Grade: D,12:00:00,14:50:00,"{Monday,Wednesday}"
34663,FASH,518,Lab,Face To Face,001,FULL,FULL,Technical Design for Industry,3.00,FASH 528  Minimum Grade: C or FASH 628  Minimum Grade: C,09:30:00,12:20:00,"{Tuesday,Thursday}"
32296,FASH,519,Lab,Face To Face,001,FULL,FULL,Fashion Design in 3-D Space,3.00,,12:00:00,14:50:00,"{Monday,Wednesday}"
34664,FASH,541,Lecture & Lab,Face To Face,001,FULL,FULL,Patternmaking I,4.00,FASH 241  Minimum Grade: C,12:30:00,15:20:00,"{Tuesday,Thursday}"
35008,FASH,541,Lecture & Lab,Face To Face,002,FULL,FULL,Patternmaking I,4.00,FASH 241  Minimum Grade: C,15:30:00,18:20:00,"{Tuesday,Thursday}"
32594,FASH,543,Lab,Face To Face,001,FULL,FULL,Tailoring,3.00,FASH 529  Minimum Grade: C or FASH 629  Minimum Grade: C or FASH 548  Minimum Grade: C,15:00:00,17:50:00,"{Monday,Wednesday}"
35141,FASH,651,Lab,Face To Face,002,FULL,FULL,Accessory Design,3.00,FASH 241  Minimum Grade: C,15:30:00,18:20:00,"{Tuesday,Thursday}"
31327,FASH,686,Lab,Face To Face,001,FULL,FULL,Collection II,3.00,FASH 685  Minimum Grade: C or FASH 865  Minimum Grade: C,09:30:00,12:20:00,"{Tuesday,Thursday}"
31433,FASH,699,Recitation/Discussion,Face To Face,001,5,7,Comprehensive Examination in Fashion Design,0.00,,null,null,null
31489,FMTV,100,Lecture,Face To Face,001,FULL,FULL,Visual Storytelling,3.00,,12:00:00,14:50:00,{Monday}
31490,FMTV,100,Lecture,Face To Face,002,FULL,FULL,Visual Storytelling,3.00,,15:00:00,17:50:00,{Monday}
32098,FMTV,100,Lecture,Face To Face,003,FULL,FULL,Visual Storytelling,3.00,,12:00:00,14:50:00,{Wednesday}
34615,FMTV,101,Lecture,Face To Face,001,12,16,Production Safety,1.00,,09:00:00,09:50:00,{Wednesday}
31491,FMTV,110,Lecture,Face To Face,001,FULL,FULL,Basic Cinematography,3.00,,15:00:00,17:50:00,{Monday}
31492,FMTV,110,Lecture,Face To Face,002,FULL,FULL,Basic Cinematography,3.00,,18:00:00,20:50:00,{Monday}
31493,FMTV,110,Lecture,Face To Face,003,FULL,FULL,Basic Cinematography,3.00,,18:30:00,21:20:00,{Tuesday}
31496,FMTV,115,Lecture,Face To Face,002,FULL,FULL,Basic Editing,3.00,,09:30:00,12:20:00,{Thursday}
31497,FMTV,120,Lecture,Face To Face,001,FULL,FULL,Basic Sound,3.00,,12:00:00,14:50:00,{Wednesday}
34265,FMTV,140,Lecture,Face To Face,001,15,16,Acting for the Screen,3.00,,15:30:00,18:20:00,{Thursday}
35144,FMTV,140,Lecture,Face To Face,002,12,16,Acting for the Screen,3.00,,12:00:00,14:50:00,{Friday}
32100,FMTV,185,Lecture,Face To Face,001,FULL,FULL,TV Industry,3.00,,15:00:00,17:50:00,{Wednesday}
31788,FMTV,211,Lecture,Face To Face,001,FULL,FULL,Intermediate Lighting,3.00,FMTV 110  Minimum Grade: D or FMVD 110  Minimum Grade: D,18:00:00,20:50:00,{Wednesday}
31789,FMTV,215,Lecture,Face To Face,001,FULL,FULL,Intermediate Editing,3.00,(FMTV 110  Minimum Grade: D or FMVD 110  Minimum Grade: D ) and (FMTV 115  Minimum Grade: D or FMVD 115  Minimum Grade: D ) and (FMTV 120  Minimum Grade: D or FMVD 120  Minimum Grade: D ),12:00:00,14:50:00,{Wednesday}
31790,FMTV,215,Lecture,Face To Face,002,FULL,FULL,Intermediate Editing,3.00,(FMTV 110  Minimum Grade: D or FMVD 110  Minimum Grade: D ) and (FMTV 115  Minimum Grade: D or FMVD 115  Minimum Grade: D ) and (FMTV 120  Minimum Grade: D or FMVD 120  Minimum Grade: D ),12:30:00,15:20:00,{Thursday}
31792,FMTV,240,Lecture,Face To Face,001,FULL,FULL,Narrative Production,3.00,SCRP 280  Minimum Grade: D or SCRP 281  Minimum Grade: D,15:30:00,18:20:00,{Thursday}
31794,FMTV,250,Lecture,Face To Face,001,FULL,FULL,Documentary Production,3.00,(FMTV 110  Minimum Grade: D and (FMTV 115  Minimum Grade: D and (FMTV 120  Minimum Grade: D,09:00:00,11:50:00,{Wednesday}
32528,FMTV,270,Lecture,Face To Face,001,FULL,FULL,Basic Directing,3.00,(FMTV 110  Minimum Grade: D or FMVD 110  Minimum Grade: D ) and (FMTV 115  Minimum Grade: D or FMVD 115  Minimum Grade: D ) and (FMTV 120  Minimum Grade: D or FMVD 120  Minimum Grade: D ),15:30:00,18:20:00,{Tuesday}
31796,FMTV,280,Lecture,Face To Face,001,FULL,FULL,Basic Producing,3.00,,18:30:00,21:20:00,{Tuesday}
33145,FMTV,283,Lecture,Face To Face,001,FULL,FULL,Legal Basics for Filmmakers,3.00,,12:30:00,15:20:00,{Tuesday}
32303,FMTV,310,Lecture,Face To Face,001,FULL,FULL,Camera Operators Workshop,3.00,FMTV 210  Minimum Grade: D,12:30:00,15:20:00,{Thursday}
32309,FMTV,355,Lecture,Face To Face,001,15,16,DNews,3.00,,12:00:00,14:50:00,{Wednesday}
34730,FMTV,T380,Special Topics-Lecture,Online-Asynchronous,901,FULL,FULL,AI in the TV & Media Industry,3.00,,null,null,null
34605,FMTV,T480,Special Topics-Lecture,Face To Face,001,FULL,FULL,Media Ethics of TV Management,3.00,,18:30:00,21:20:00,{Thursday}
32380,FMTV,497,Thesis,Face To Face,001,FULL,FULL,Senior Project III,3.00,FMTV 496  Minimum Grade: D,12:00:00,14:50:00,{Friday}
32381,FMTV,497,Thesis,Face To Face,002,16,19,Senior Project III,3.00,FMTV 496  Minimum Grade: D,12:00:00,14:50:00,{Friday}
33113,FMST,203,Lecture,Face To Face,001,FULL,FULL,Film History III: Trends,3.00,FMST 102  Minimum Grade: D or FMST 205  Minimum Grade: D,12:30:00,15:20:00,{Tuesday}
33114,FMST,203,Lecture,Face To Face,002,21,30,Film History III: Trends,3.00,FMST 102  Minimum Grade: D or FMST 205  Minimum Grade: D,18:30:00,21:20:00,{Thursday}
32527,FMST,250,Lecture,Face To Face,001,FULL,FULL,Documentary Studies,3.00,,15:00:00,17:50:00,{Monday}
34623,FMST,266,Lecture,Face To Face,001,FULL,FULL,The Cinematographer's Art,3.00,,12:00:00,14:50:00,{Monday}
31874,GMAP,121,Lecture,Face To Face,001,FULL,FULL,Overview of Game Playtesting,1.00,,14:00:00,14:50:00,{Monday}
31875,GMAP,121,Lecture,Face To Face,002,FULL,FULL,Overview of Game Playtesting,1.00,,16:30:00,17:20:00,{Thursday}
33895,GMAP,121,Lecture,Face To Face,003,FULL,FULL,Overview of Game Playtesting,1.00,,17:30:00,18:20:00,{Thursday}
32115,GMAP,211,Integrated Lecture & Lab,Face To Face,001,FULL,FULL,Game User Interface Design,3.00,,18:00:00,20:50:00,{Wednesday}
32116,GMAP,246,Lecture,Face To Face,001,FULL,FULL,Advanced Portfolio,1.00,GMAP 123  Minimum Grade: D,15:30:00,16:20:00,{Tuesday}
32117,GMAP,246,Lecture,Face To Face,002,FULL,FULL,Advanced Portfolio,1.00,GMAP 123  Minimum Grade: D,13:30:00,14:20:00,{Thursday}
33140,GMAP,246,Lecture,Face To Face,003,FULL,FULL,Advanced Portfolio,1.00,GMAP 123  Minimum Grade: D,14:30:00,15:20:00,{Thursday}
30735,GMAP,260,Lecture,Face To Face,001,FULL,FULL,Overview of Computer Gaming,3.00,,12:00:00,14:50:00,{Monday}
31322,GMAP,260,Lecture,Face To Face,002,FULL,FULL,Overview of Computer Gaming,3.00,,15:30:00,18:20:00,{Tuesday}
32118,GMAP,260,Lecture,Face To Face,003,FULL,FULL,Overview of Computer Gaming,3.00,,18:00:00,20:50:00,{Wednesday}
32120,GMAP,301,Lecture,Face To Face,001,27,30,Game History,3.00,,15:00:00,17:50:00,{Monday}
33020,GMAP,340,Studio,Face To Face,001,8,12,Entrepreneurial Game Studio Incubator Lab Project,1.00,,09:00:00,09:50:00,{Friday}
33896,GMAP,342,Integrated Lecture & Lab,Face To Face,001,10,15,Experimental Games,3.00,GMAP 377  Minimum Grade: D,09:30:00,12:20:00,{Tuesday}
30779,INTR,451,Lecture,Face To Face,001,14,16,Interior Systems,3.00,INTR 350  Minimum Grade: D,16:30:00,19:20:00,{Thursday}
31786,GMAP,345,Lecture,Face To Face,001,FULL,FULL,Game Development Foundations,3.00,(ANIM 141  Minimum Grade: D or ANIM 145  Minimum Grade: D or CS 265  Minimum Grade: D ) and GMAP 260  Minimum Grade: D,12:00:00,14:50:00,{Monday}
32393,GMAP,345,Lecture,Face To Face,002,FULL,FULL,Game Development Foundations,3.00,(ANIM 141  Minimum Grade: D or ANIM 145  Minimum Grade: D or CS 265  Minimum Grade: D ) and GMAP 260  Minimum Grade: D,12:00:00,14:50:00,{Friday}
32724,GMAP,368,Lecture,Face To Face,001,10,16,Artificial Intelligence in Gaming,3.00,(GMAP 345  Minimum Grade: D or CS 345  Minimum Grade: D ) and (CS 172  Minimum Grade: D or GMAP 231  Minimum Grade: D ),15:30:00,18:20:00,{Thursday}
30875,GMAP,377,Lecture,Face To Face,001,FULL,FULL,Game Development: Workshop I,3.00,GMAP 345  Minimum Grade: D or CS 345  Minimum Grade: D,09:30:00,12:20:00,{Tuesday}
32725,GMAP,377,Lecture,Face To Face,002,FULL,FULL,Game Development: Workshop I,3.00,GMAP 345  Minimum Grade: D or CS 345  Minimum Grade: D,15:30:00,18:20:00,{Thursday}
33900,GMAP,548,Integrated Lecture & Lab,Face To Face,001,FULL,FULL,Experimental Games,3.00,DIGM 506  Minimum Grade: B,09:30:00,12:20:00,{Tuesday}
31336,VSCM,100,Lecture & Lab,Face To Face,001,FULL,FULL,Computer Imaging I,3.00,,14:00:00,15:50:00,"{Monday,Wednesday}"
31337,VSCM,100,Lecture & Lab,Face To Face,002,FULL,FULL,Computer Imaging I,3.00,,16:00:00,17:50:00,"{Monday,Wednesday}"
32874,VSCM,222,Studio,Face To Face,001,14,16,Web Graphics III,4.00,(VSCM 221  Minimum Grade: D or WMGD 330  Minimum Grade: D ) and VSCM 231  Minimum Grade: D,09:30:00,12:20:00,"{Tuesday,Thursday}"
32875,VSCM,222,Studio,Face To Face,002,FULL,FULL,Web Graphics III,4.00,(VSCM 221  Minimum Grade: D or WMGD 330  Minimum Grade: D ) and VSCM 231  Minimum Grade: D,12:30:00,15:20:00,"{Tuesday,Thursday}"
32876,VSCM,222,Studio,Face To Face,003,14,15,Web Graphics III,4.00,(VSCM 221  Minimum Grade: D or WMGD 330  Minimum Grade: D ) and VSCM 231  Minimum Grade: D,18:30:00,21:20:00,"{Tuesday,Thursday}"
30011,VSCM,232,"Lecture, Lab & Studio",Face To Face,001,13,14,Visual Communication III,4.00,VSCM 231  Minimum Grade: D,09:00:00,11:50:00,"{Monday,Wednesday}"
30012,VSCM,232,"Lecture, Lab & Studio",Face To Face,002,FULL,FULL,Visual Communication III,4.00,VSCM 231  Minimum Grade: D,12:00:00,14:50:00,"{Monday,Wednesday}"
31536,VSCM,232,"Lecture, Lab & Studio",Face To Face,003,12,13,Visual Communication III,4.00,VSCM 231  Minimum Grade: D,15:00:00,17:50:00,"{Monday,Wednesday}"
35112,VSCM,232,"Lecture, Lab & Studio",Face To Face,004,FULL,FULL,Visual Communication III,4.00,VSCM 231  Minimum Grade: D,15:00:00,17:50:00,"{Monday,Wednesday}"
33100,VSCM,322,Studio,Face To Face,001,FULL,FULL,Motion Graphics I,4.00,VSCM 221  Minimum Grade: D or WMGD 330  Minimum Grade: D,09:30:00,12:20:00,"{Tuesday,Thursday}"
31644,VSCM,332,Lecture & Lab,Face To Face,001,FULL,FULL,Visual Communication IV,4.00,VSCM 232  Minimum Grade: D and VSCM 222  Minimum Grade: D,09:00:00,11:50:00,"{Monday,Wednesday}"
34472,VSCM,T380,Special Topics,Face To Face,003,FULL,FULL,Photo Book,4.00,,12:30:00,15:20:00,"{Tuesday,Thursday}"
33880,VSCM,460,Lecture,Face To Face,001,16,17,Professional Practice,3.00,VSCM 430  Minimum Grade: D,12:30:00,15:20:00,{Thursday}
33881,VSCM,460,Lecture,Face To Face,002,FULL,FULL,Professional Practice,3.00,VSCM 430  Minimum Grade: D,09:30:00,12:20:00,{Thursday}
33882,VSCM,460,Lecture,Face To Face,003,15,18,Professional Practice,3.00,VSCM 430  Minimum Grade: D,18:30:00,21:20:00,{Thursday}
34776,VSCM,T480,Special Topics-Lecture & Lab,Face To Face,001,FULL,FULL,Illustration,3.00,,12:00:00,14:50:00,{Monday}
31188,IDM,100,Lecture & Studio,Face To Face,001,FULL,FULL,Introduction to Web Development,3.00,,18:00:00,20:50:00,{Wednesday}
31557,IDM,213,Lecture & Studio,Face To Face,001,FULL,FULL,Interaction Design,3.00,IDM 212  Minimum Grade: D,09:30:00,12:20:00,{Tuesday}
32121,IDM,213,Lecture & Studio,Face To Face,002,FULL,FULL,Interaction Design,3.00,IDM 212  Minimum Grade: D,09:30:00,12:20:00,{Thursday}
32322,IDM,213,Lecture & Studio,Face To Face,003,15,16,Interaction Design,3.00,IDM 212  Minimum Grade: D,18:30:00,21:20:00,{Tuesday}
30777,INTR,160,Seminar,Face To Face,001,FULL,FULL,Visualization I: Computer Imaging,3.00,,09:00:00,11:50:00,{Monday}
30938,INTR,160,Seminar,Face To Face,002,FULL,FULL,Visualization I: Computer Imaging,3.00,,12:00:00,14:50:00,{Monday}
30776,INTR,211,Lecture,Face To Face,001,23,25,Textiles for Interiors,3.00,,17:00:00,18:20:00,"{Monday,Thursday}"
33636,INTR,225,Lecture & Lab,Face To Face,001,24,25,Environmental Design Theory,3.00,,12:30:00,13:50:00,"{Monday,Wednesday}"
31803,INTR,331,Lecture & Studio,Face To Face,001,FULL,FULL,Residential Design Studio,4.00,INTR 233  Minimum Grade: C- or INTR 323  Minimum Grade: C-,09:30:00,12:20:00,"{Tuesday,Thursday}"
31804,INTR,331,Lecture & Studio,Face To Face,002,FULL,FULL,Residential Design Studio,4.00,INTR 233  Minimum Grade: C- or INTR 323  Minimum Grade: C-,09:30:00,12:20:00,"{Tuesday,Thursday}"
31805,INTR,341,Lab & Studio,Face To Face,001,FULL,FULL,Visualization V: Methods,3.00,INTR 241  Minimum Grade: D,09:00:00,11:50:00,{Wednesday}
31806,INTR,341,Lab & Studio,Face To Face,002,FULL,FULL,Visualization V: Methods,3.00,INTR 241  Minimum Grade: D,09:00:00,11:50:00,{Wednesday}
31509,INTR,351,Seminar,Face To Face,001,15,16,Interior Lighting,3.00,INTR 350  Minimum Grade: D,15:30:00,18:20:00,{Tuesday}
30778,INTR,430,Lecture & Lab,Face To Face,001,14,16,Commercial Design Studio,4.00,INTR 342  Minimum Grade: C- or INTR 442  Minimum Grade: C-,09:00:00,11:50:00,"{Monday,Wednesday}"
33918,INTR,441,Recitation & Lab,Face To Face,001,9,11,Furniture Design,4.00,VSST 203  Minimum Grade: D,09:30:00,11:20:00,"{Tuesday,Thursday}"
33919,INTR,441,Recitation & Lab,Face To Face,002,FULL,FULL,Furniture Design,4.00,VSST 203  Minimum Grade: D,09:00:00,12:50:00,{Friday}
30788,INTR,493,Thesis,Face To Face,001,7,8,Senior Project III,3.00,INTR 492  Minimum Grade: C-,15:30:00,18:20:00,{Thursday}
30789,INTR,493,Thesis,Face To Face,002,4,5,Senior Project III,3.00,INTR 492  Minimum Grade: C-,15:30:00,18:20:00,{Thursday}
30790,INTR,493,Thesis,Face To Face,003,FULL,FULL,Senior Project III,3.00,INTR 492  Minimum Grade: C-,15:30:00,18:20:00,{Thursday}
32694,INTR,493,Thesis,Face To Face,004,FULL,FULL,Senior Project III,3.00,INTR 492  Minimum Grade: C-,15:30:00,18:20:00,{Thursday}
34479,INTR,T580,Special Topics-Lecture,Face To Face,001,FULL,FULL,Sustainable Built Env I,3.00,,18:00:00,20:50:00,{Wednesday}
34665,INTR,T580,Special Topics-Lecture,Face To Face,002,FULL,FULL,Global Material Culture,3.00,,09:30:00,12:20:00,{Thursday}
34850,INTR,T580,Special Topics-Lecture,Face To Face,004,FULL,FULL,Design Thinking in PROD,4.00,,14:00:00,15:50:00,"{Monday,Wednesday}"
32128,INTR,622,Lecture & Studio,Face To Face,001,FULL,FULL,Graduate Studio A,4.00,,09:30:00,12:20:00,"{Tuesday,Thursday}"
32129,INTR,623,Lecture & Studio,Face To Face,001,FULL,FULL,Studio A Seminar,2.00,,09:00:00,11:50:00,{Monday}
32130,INTR,625,Lecture,Face To Face,001,7,10,Advanced Visual Methods,3.00,,09:00:00,11:50:00,{Wednesday}
33920,INTR,641,Studio,Face To Face,001,FULL,FULL,Furniture Design,4.00,,09:30:00,11:20:00,"{Tuesday,Thursday}"
33921,INTR,641,Studio,Face To Face,002,FULL,FULL,Furniture Design,4.00,,09:00:00,12:50:00,{Friday}
32131,INTR,652,Lecture & Studio,Face To Face,001,FULL,FULL,Graduate Studio D,4.00,INTR 642  Minimum Grade: C,09:00:00,11:50:00,"{Monday,Wednesday}"
32132,INTR,653,Lecture & Studio,Face To Face,001,12,15,Studio D Seminar,2.00,,15:00:00,17:50:00,{Wednesday}
32133,INTR,654,Lecture,Face To Face,001,11,15,Interior Systems II,3.00,INTR 634  Minimum Grade: C-,18:30:00,21:20:00,{Tuesday}
34563,INTR,T680,Lecture & Studio,Face To Face,002,FULL,FULL,Advanced Drawing,3.00,,18:00:00,20:50:00,{Wednesday}
34716,INTR,T680,Special Topics-Lecture,Face To Face,003,2,3,Spatial Analysis and Design,3.00,,18:30:00,21:20:00,{Tuesday}
35014,INTR,697,Thesis,Face To Face,001,FULL,FULL,Thesis - Development,3.00,INTR 694  Minimum Grade: C+,null,null,null
32134,INTR,698,Thesis,Face To Face,001,FULL,FULL,Thesis - Documentation,3.00,INTR 697  Minimum Grade: C+,null,null,null
32695,INTR,698,Thesis,Face To Face,002,FULL,FULL,Thesis - Documentation,3.00,INTR 697  Minimum Grade: C+,null,null,null
32696,INTR,698,Thesis,Face To Face,003,FULL,FULL,Thesis - Documentation,3.00,INTR 697  Minimum Grade: C+,null,null,null
32697,INTR,698,Thesis,Face To Face,004,FULL,FULL,Thesis - Documentation,3.00,INTR 697  Minimum Grade: C+,null,null,null
32699,INTR,698,Thesis,Face To Face,006,FULL,FULL,Thesis - Documentation,3.00,INTR 697  Minimum Grade: C+,null,null,null
32700,INTR,698,Thesis,Face To Face,007,1,2,Thesis - Documentation,3.00,INTR 697  Minimum Grade: C+,null,null,null
32701,INTR,698,Thesis,Face To Face,008,FULL,FULL,Thesis - Documentation,3.00,INTR 697  Minimum Grade: C+,null,null,null
32702,INTR,698,Thesis,Face To Face,009,FULL,FULL,Thesis - Documentation,3.00,INTR 697  Minimum Grade: C+,null,null,null
32703,INTR,698,Thesis,Face To Face,010,FULL,FULL,Thesis - Documentation,3.00,INTR 697  Minimum Grade: C+,null,null,null
32704,INTR,698,Thesis,Face To Face,011,FULL,FULL,Thesis - Documentation,3.00,INTR 697  Minimum Grade: C+,null,null,null
32705,INTR,698,Thesis,Face To Face,012,FULL,FULL,Thesis - Documentation,3.00,INTR 697  Minimum Grade: C+,null,null,null
32706,INTR,698,Thesis,Face To Face,013,FULL,FULL,Thesis - Documentation,3.00,INTR 697  Minimum Grade: C+,null,null,null
34620,INTR,698,Thesis,Face To Face,014,FULL,FULL,Thesis - Documentation,3.00,INTR 697  Minimum Grade: C+,null,null,null
